Time,Hour in Day, Room Temp,Per 10 Mins,Predicted Temp,Target Temp,Other Temp1,OtherTemp2,heaters Status,offTime,onTime,Reason,Message,
2022-10-05 08 44 00.036,8.73,15.6875,0.56,15.87,16.25,15.375,15.0,ON,0,0.32,,day: 2 hour: 8.73 TargTemp: 16.0,
2022-10-05 08 44 20.039,8.73,15.6875,0.5,15.86,16.25,15.375,15.0,ON,0,0.32,,day: 2 hour: 8.73 TargTemp: 16.0,
2022-10-05 08 44 40.041,8.73,15.6875,0.45,15.84,16.25,15.4375,15.0625,ON,0,0.32,,day: 2 hour: 8.73 TargTemp: 16.0,
2022-10-05 08 45 00.036,8.75,15.6875,0.41,15.82,16.25,15.4375,15.0625,ON,0,0.32,,day: 2 hour: 8.75 TargTemp: 16.0,
2022-10-05 08 45 20.039,8.75,15.6875,0.37,15.81,16.25,15.4375,15.0,ON,0,0.32,,day: 2 hour: 8.75 TargTemp: 16.0,
2022-10-05 08 45 40.041,8.75,15.75,0.52,15.92,16.25,15.4375,15.0625,ON,0,0.32,,day: 2 hour: 8.75 TargTemp: 16.0,
2022-10-05 08 46 00.036,8.77,15.75,0.47,15.91,16.25,15.5,15.0,ON,0,0.32,,day: 2 hour: 8.77 TargTemp: 16.0,
2022-10-05 08 46 20.039,8.77,15.75,0.42,15.89,16.25,15.4375,15.0625,ON,0,0.32,,day: 2 hour: 8.77 TargTemp: 16.0,
2022-10-05 08 46 40.041,8.77,15.75,0.38,15.88,16.25,15.5,15.0625,ON,0,0.32,,day: 2 hour: 8.77 TargTemp: 16.0,
2022-10-05 08 47 00.031,8.78,15.75,0.34,15.86,16.25,15.5,15.0625,ON,0,0.32,,day: 2 hour: 8.78 TargTemp: 16.0,
2022-10-05 08 47 20.035,8.78,15.75,0.31,15.85,16.25,15.5,15.0625,ON,0,0.32,,day: 2 hour: 8.78 TargTemp: 16.0,
2022-10-05 08 47 40.038,8.78,15.75,0.28,15.84,16.25,15.5,15.0625,ON,0,0.32,,day: 2 hour: 8.78 TargTemp: 16.0,
2022-10-05 08 48 00.040,8.8,15.75,0.25,15.83,16.25,15.5,15.0625,ON,0,0.32,,day: 2 hour: 8.8 TargTemp: 16.0,
2022-10-05 08 48 20.042,8.8,15.8125,0.41,15.95,16.25,15.5,15.0625,ON,0,0.32,,day: 2 hour: 8.8 TargTemp: 16.0,
2022-10-05 08 48 40.044,8.8,15.8125,0.37,15.94,16.25,15.5,15.0625,ON,0,0.32,,day: 2 hour: 8.8 TargTemp: 16.0,
2022-10-05 08 49 00.036,8.82,15.8125,0.33,15.92,16.25,15.5,15.0,ON,0,0.32,,day: 2 hour: 8.82 TargTemp: 16.0,
2022-10-05 08 49 20.039,8.82,15.8125,0.3,15.91,16.25,15.5,15.0625,ON,0,0.32,,day: 2 hour: 8.82 TargTemp: 16.0,
2022-10-05 08 49 40.041,8.82,15.8125,0.27,15.9,16.25,15.5625,15.0625,ON,0,0.32,,day: 2 hour: 8.82 TargTemp: 16.0,
2022-10-05 08 50 00.043,8.83,15.875,0.43,16.02,16.25,15.5625,15.0625,ON,0,0.32,,day: 2 hour: 8.83 TargTemp: 16.0,
2022-10-05 08 50 20.045,8.83,15.9375,0.57,16.13,16.25,15.6875,15.0625,ON,0,0.32,,day: 2 hour: 8.83 TargTemp: 16.0,
2022-10-05 08 50 40.046,8.83,15.9375,0.52,16.11,16.25,15.8125,15.0625,ON,0,0.32,,day: 2 hour: 8.83 TargTemp: 16.0,
2022-10-05 08 51 00.047,8.85,16.0,0.65,16.22,16.25,15.8125,15.0625,ON,0,0.32,,day: 2 hour: 8.85 TargTemp: 16.0,
2022-10-05 08 51 20.049,8.85,16.0625,0.77,16.32,16.25,15.875,15.0625,OFF,0,0.32,heaters Off,,day: 2 hour: 8.85 TargTemp: 16.0 heaters Turned OFF,
2022-10-05 08 51 40.050,8.85,16.0625,0.7,16.29,15.75,15.875,15.0625,OFF,0,0.32,,day: 2 hour: 8.85 TargTemp: 16.0,
2022-10-05 08 52 00.050,8.87,16.125,0.82,16.4,15.75,15.9375,15.0625,OFF,0,0.32,,day: 2 hour: 8.87 TargTemp: 16.0,
2022-10-05 08 52 20.046,8.87,16.125,0.73,16.37,15.75,15.9375,15.0625,OFF,0,0.32,,day: 2 hour: 8.87 TargTemp: 16.0,
2022-10-05 08 52 40.047,8.87,16.125,0.66,16.35,15.75,15.875,15.0625,OFF,0,0.32,,day: 2 hour: 8.87 TargTemp: 16.0,
2022-10-05 08 53 00.048,8.88,16.125,0.59,16.32,15.75,15.875,15.0625,OFF,0,0.32,,day: 2 hour: 8.88 TargTemp: 16.0,
2022-10-05 08 53 20.036,8.88,16.125,0.53,16.3,15.75,15.875,15.0625,OFF,0,0.32,,day: 2 hour: 8.88 TargTemp: 16.0,
2022-10-05 08 53 40.039,8.88,16.0625,0.29,16.16,15.75,15.8125,15.0625,OFF,0,0.32,,day: 2 hour: 8.88 TargTemp: 16.0,
2022-10-05 08 54 00.030,8.9,16.0625,0.26,16.15,15.75,15.8125,15.0625,OFF,0,0.32,,day: 2 hour: 8.9 TargTemp: 16.0,
2022-10-05 08 54 20.032,8.9,16.0625,0.24,16.14,15.75,15.8125,15.0625,OFF,0,0.32,,day: 2 hour: 8.9 TargTemp: 16.0,
2022-10-05 08 54 40.036,8.9,16.0,0.03,16.01,15.75,15.75,15.0625,OFF,0,0.32,,day: 2 hour: 8.9 TargTemp: 16.0,
2022-10-05 08 55 00.038,8.92,16.0,0.02,16.01,15.75,15.75,15.0625,OFF,0,0.32,,day: 2 hour: 8.92 TargTemp: 16.0,
2022-10-05 08 55 20.041,8.92,16.0,0.02,16.01,15.75,15.6875,15.0625,OFF,0,0.32,,day: 2 hour: 8.92 TargTemp: 16.0,
2022-10-05 08 55 40.043,8.92,15.9375,-0.17,15.88,15.75,15.6875,15.0625,OFF,0,0.32,,day: 2 hour: 8.92 TargTemp: 16.0,
2022-10-05 08 56 00.045,8.93,15.9375,-0.15,15.89,15.75,15.625,15.0625,OFF,0,0.32,,day: 2 hour: 8.93 TargTemp: 16.0,
2022-10-05 08 56 20.046,8.93,15.9375,-0.14,15.89,15.75,15.625,15.0625,OFF,0,0.32,,day: 2 hour: 8.93 TargTemp: 16.0,
2022-10-05 08 56 40.046,8.93,15.9375,-0.12,15.9,15.75,15.5625,15.0625,OFF,0,0.32,,day: 2 hour: 8.93 TargTemp: 16.0,
2022-10-05 08 57 00.036,8.95,15.875,-0.3,15.78,15.75,15.5625,15.0625,OFF,0,0.32,,day: 2 hour: 8.95 TargTemp: 16.0,
2022-10-05 08 57 20.039,8.95,15.875,-0.27,15.79,15.75,15.5,15.0625,OFF,0,0.32,,day: 2 hour: 8.95 TargTemp: 16.0,
2022-10-05 08 57 40.041,8.95,15.8125,-0.43,15.67,15.75,15.5,15.0625,ON,0,6.33,heatersON,day: 2 hour: 8.95 TargTemp: 16.0heaters Turned,
2022-10-05 08 58 00.043,8.97,15.8125,-0.39,15.68,16.25,15.5,15.0625,ON,0,6.33,,day: 2 hour: 8.97 TargTemp: 16.0,
2022-10-05 08 58 20.044,8.97,15.8125,-0.35,15.7,16.25,15.5,15.0625,ON,0,6.33,,day: 2 hour: 8.97 TargTemp: 16.0,
2022-10-05 08 58 40.045,8.97,15.75,-0.5,15.58,16.25,15.4375,15.0625,ON,0,6.33,,day: 2 hour: 8.97 TargTemp: 16.0,
2022-10-05 08 59 00.046,8.98,15.75,-0.45,15.6,16.25,15.4375,15.0625,ON,0,6.33,,day: 2 hour: 8.98 TargTemp: 16.0,
2022-10-05 08 59 20.046,8.98,15.75,-0.4,15.62,16.25,15.4375,15.0625,ON,0,6.33,,day: 2 hour: 8.98 TargTemp: 16.0,
2022-10-05 08 59 40.047,8.98,15.75,-0.36,15.63,16.25,15.4375,15.0625,ON,0,6.33,,day: 2 hour: 8.98 TargTemp: 16.0,
2022-10-05 09 00 00.048,9.0,15.75,-0.33,15.64,16.5,15.4375,15.0625,ON,0,6.33,,day: 2 hour: 9.0 TargTemp: 16.25,
2022-10-05 09 00 20.046,9.0,15.75,-0.3,15.65,16.75,15.4375,15.0625,ON,0,6.33,,day: 2 hour: 9.0 TargTemp: 16.5,
2022-10-05 09 00 40.046,9.0,15.75,-0.27,15.66,17.0,15.5,15.0625,ON,0,6.33,,day: 2 hour: 9.0 TargTemp: 16.75,
2022-10-05 09 01 00.046,9.02,15.8125,-0.05,15.8,16.75,15.5625,15.0625,ON,0,6.33,,day: 2 hour: 9.02 TargTemp: 16.5,
2022-10-05 09 01 20.047,9.02,15.8125,-0.05,15.8,16.75,15.5625,15.0625,ON,0,6.33,,day: 2 hour: 9.02 TargTemp: 16.5,
2022-10-05 09 01 40.046,9.02,15.875,0.15,15.92,16.75,15.625,15.0625,ON,0,6.33,,day: 2 hour: 9.02 TargTemp: 16.5,
2022-10-05 09 02 00.047,9.03,15.875,0.13,15.92,16.75,15.625,15.0625,ON,0,6.33,,day: 2 hour: 9.03 TargTemp: 16.5,
2022-10-05 09 02 20.048,9.03,15.875,0.12,15.91,16.75,15.625,15.0625,ON,0,6.33,,day: 2 hour: 9.03 TargTemp: 16.5,
2022-10-05 09 02 40.046,9.03,15.875,0.11,15.91,16.75,15.6875,15.0625,ON,0,6.33,,day: 2 hour: 9.03 TargTemp: 16.5,
2022-10-05 09 03 00.047,9.05,15.9375,0.28,16.03,16.75,15.6875,15.0625,ON,0,6.33,,day: 2 hour: 9.05 TargTemp: 16.5,
2022-10-05 09 03 20.046,9.05,15.9375,0.25,16.02,16.75,15.6875,15.0625,ON,0,6.33,,day: 2 hour: 9.05 TargTemp: 16.5,
2022-10-05 09 03 40.047,9.05,15.9375,0.23,16.01,16.75,15.6875,15.0625,ON,0,6.33,,day: 2 hour: 9.05 TargTemp: 16.5,
2022-10-05 09 04 00.048,9.07,15.9375,0.21,16.01,16.75,15.75,15.0625,ON,0,6.33,,day: 2 hour: 9.07 TargTemp: 16.5,
2022-10-05 09 04 20.049,9.07,16.0,0.37,16.12,16.75,15.75,15.0625,ON,0,6.33,,day: 2 hour: 9.07 TargTemp: 16.5,
2022-10-05 09 04 40.050,9.07,16.0,0.34,16.11,16.75,15.75,15.0625,ON,0,6.33,,day: 2 hour: 9.07 TargTemp: 16.5,
2022-10-05 09 05 00.051,9.08,16.0,0.3,16.1,16.75,15.75,15.0625,ON,0,6.33,,day: 2 hour: 9.08 TargTemp: 16.5,
2022-10-05 09 05 20.051,9.08,16.0,0.27,16.09,16.75,15.75,15.0625,ON,0,6.33,,day: 2 hour: 9.08 TargTemp: 16.5,
2022-10-05 09 05 40.052,9.08,16.0,0.24,16.08,16.75,15.75,15.0625,ON,0,6.33,,day: 2 hour: 9.08 TargTemp: 16.5,
2022-10-05 09 06 00.052,9.1,16.0625,0.41,16.2,16.75,15.8125,15.0625,ON,0,6.33,,day: 2 hour: 9.1 TargTemp: 16.5,
2022-10-05 09 06 20.053,9.1,16.0625,0.37,16.18,16.75,15.8125,15.0625,ON,0,6.33,,day: 2 hour: 9.1 TargTemp: 16.5,
2022-10-05 09 06 40.053,9.1,16.0625,0.33,16.17,16.75,15.8125,15.0625,ON,0,6.33,,day: 2 hour: 9.1 TargTemp: 16.5,
2022-10-05 09 07 00.053,9.12,16.0625,0.3,16.16,16.75,15.8125,15.0625,ON,0,6.33,,day: 2 hour: 9.12 TargTemp: 16.5,
2022-10-05 09 07 20.053,9.12,16.0625,0.27,16.15,16.75,15.8125,15.0625,ON,0,6.33,,day: 2 hour: 9.12 TargTemp: 16.5,
2022-10-05 09 07 40.053,9.12,16.0625,0.24,16.14,16.75,15.8125,15.0625,ON,0,6.33,aMustLog,,day: 2 hour: 9.12 TargTemp: 16.5,
2022-10-05 09 08 00.054,9.13,16.0625,0.22,16.13,16.75,15.8125,15.0625,ON,0,6.33,,day: 2 hour: 9.13 TargTemp: 16.5,
2022-10-05 09 08 20.054,9.13,16.125,0.38,16.25,16.75,15.8125,15.0625,ON,0,6.33,,day: 2 hour: 9.13 TargTemp: 16.5,
2022-10-05 09 08 40.054,9.13,16.0625,0.16,16.11,16.75,15.8125,15.0625,ON,0,6.33,,day: 2 hour: 9.13 TargTemp: 16.5,
2022-10-05 09 09 00.054,9.15,16.125,0.33,16.23,16.75,15.8125,15.0625,ON,0,6.33,,day: 2 hour: 9.15 TargTemp: 16.5,
2022-10-05 09 09 20.054,9.15,16.125,0.3,16.22,16.75,15.875,15.0625,ON,0,6.33,,day: 2 hour: 9.15 TargTemp: 16.5,
2022-10-05 09 09 40.054,9.15,16.125,0.27,16.21,16.75,15.875,15.0625,ON,0,6.33,,day: 2 hour: 9.15 TargTemp: 16.5,
2022-10-05 09 10 00.054,9.17,16.125,0.24,16.2,16.75,15.875,15.0625,ON,0,6.33,,day: 2 hour: 9.17 TargTemp: 16.5,
2022-10-05 09 10 20.045,9.17,16.125,0.22,16.2,16.75,15.875,15.0625,ON,0,6.33,,day: 2 hour: 9.17 TargTemp: 16.5,
2022-10-05 09 10 40.046,9.17,16.125,0.19,16.19,16.75,15.875,15.0625,ON,0,6.33,,day: 2 hour: 9.17 TargTemp: 16.5,
2022-10-05 09 11 00.047,9.18,16.125,0.17,16.18,16.75,15.875,15.0625,ON,0,6.33,,day: 2 hour: 9.18 TargTemp: 16.5,
2022-10-05 09 11 20.046,9.18,16.1875,0.34,16.3,16.75,15.9375,15.0625,ON,0,6.33,,day: 2 hour: 9.18 TargTemp: 16.5,
2022-10-05 09 11 40.046,9.18,16.25,0.5,16.42,16.75,16.0,15.0625,ON,0,6.33,,day: 2 hour: 9.18 TargTemp: 16.5,
2022-10-05 09 12 00.046,9.2,16.3125,0.64,16.52,16.75,16.125,15.0625,ON,0,6.33,,day: 2 hour: 9.2 TargTemp: 16.5,
2022-10-05 09 12 20.046,9.2,16.375,0.76,16.63,16.75,16.25,15.0625,ON,0,6.33,,day: 2 hour: 9.2 TargTemp: 16.5,
2022-10-05 09 12 40.046,9.2,16.4375,0.87,16.73,16.75,16.25,15.0625,ON,0,6.33,,day: 2 hour: 9.2 TargTemp: 16.5,
2022-10-05 09 13 00.046,9.22,16.4375,0.78,16.7,16.75,16.3125,15.0625,ON,0,6.33,,day: 2 hour: 9.22 TargTemp: 16.5,
2022-10-05 09 13 20.046,9.22,16.5,0.89,16.8,16.75,16.375,15.0625,OFF,0,6.33,heaters Off,,day: 2 hour: 9.22 TargTemp: 16.5 heaters Turned OFF,
2022-10-05 09 13 40.046,9.22,16.5,0.8,16.77,16.25,16.3125,15.0625,OFF,0,6.33,,day: 2 hour: 9.22 TargTemp: 16.5,
2022-10-05 09 14 00.046,9.23,16.5,0.72,16.74,16.25,16.3125,15.0625,OFF,0,6.33,,day: 2 hour: 9.23 TargTemp: 16.5,
2022-10-05 09 14 20.046,9.23,16.5,0.65,16.72,16.25,16.3125,15.0625,OFF,0,6.33,,day: 2 hour: 9.23 TargTemp: 16.5,
2022-10-05 09 14 40.046,9.23,16.5,0.59,16.7,16.25,16.3125,15.125,OFF,0,6.33,,day: 2 hour: 9.23 TargTemp: 16.5,
2022-10-05 09 15 00.047,9.25,16.5,0.53,16.68,16.25,16.25,15.125,OFF,0,6.33,,day: 2 hour: 9.25 TargTemp: 16.5,
2022-10-05 09 15 20.048,9.25,16.5,0.47,16.66,16.25,16.25,15.125,OFF,0,6.33,,day: 2 hour: 9.25 TargTemp: 16.5,
2022-10-05 09 15 40.049,9.25,16.4375,0.24,16.52,16.25,16.1875,15.125,OFF,0,6.33,,day: 2 hour: 9.25 TargTemp: 16.5,
2022-10-05 09 16 00.050,9.27,16.4375,0.22,16.51,16.25,16.125,15.125,OFF,0,6.33,,day: 2 hour: 9.27 TargTemp: 16.5,
2022-10-05 09 16 20.051,9.27,16.375,0.01,16.38,16.25,16.125,15.125,OFF,0,6.33,,day: 2 hour: 9.27 TargTemp: 16.5,
2022-10-05 09 16 40.046,9.27,16.375,0.01,16.38,16.25,16.0625,15.125,OFF,0,6.33,,day: 2 hour: 9.27 TargTemp: 16.5,
2022-10-05 09 17 00.047,9.28,16.3125,-0.18,16.25,16.25,16.0625,15.1875,OFF,0,6.33,,day: 2 hour: 9.28 TargTemp: 16.5,
2022-10-05 09 17 20.047,9.28,16.3125,-0.16,16.26,16.25,16.0,15.25,OFF,0,6.33,,day: 2 hour: 9.28 TargTemp: 16.5,
2022-10-05 09 17 40.046,9.28,16.3125,-0.15,16.26,16.25,15.9375,15.25,OFF,0,6.33,,day: 2 hour: 9.28 TargTemp: 16.5,
2022-10-05 09 18 00.046,9.3,16.25,-0.32,16.14,16.25,15.9375,15.3125,ON,0,4.67,heatersON,day: 2 hour: 9.3 TargTemp: 16.5heaters Turned,
2022-10-05 09 18 20.047,9.3,16.25,-0.29,16.15,16.75,15.875,15.375,ON,0,4.67,,day: 2 hour: 9.3 TargTemp: 16.5,
2022-10-05 09 18 40.046,9.3,16.1875,-0.45,16.04,16.75,15.875,15.4375,ON,0,4.67,,day: 2 hour: 9.3 TargTemp: 16.5,
2022-10-05 09 19 00.047,9.32,16.1875,-0.4,16.05,16.75,15.875,15.4375,ON,0,4.67,,day: 2 hour: 9.32 TargTemp: 16.5,
2022-10-05 09 19 20.048,9.32,16.1875,-0.36,16.07,16.75,15.8125,15.5,ON,0,4.67,,day: 2 hour: 9.32 TargTemp: 16.5,
2022-10-05 09 19 40.046,9.32,16.125,-0.51,15.95,16.75,15.8125,15.5,ON,0,4.67,,day: 2 hour: 9.32 TargTemp: 16.5,
2022-10-05 09 20 00.046,9.33,16.125,-0.46,15.97,16.75,15.8125,15.5625,ON,0,4.67,,day: 2 hour: 9.33 TargTemp: 16.5,
2022-10-05 09 20 20.046,9.33,16.125,-0.42,15.99,16.75,15.8125,15.625,ON,0,4.67,,day: 2 hour: 9.33 TargTemp: 16.5,
2022-10-05 09 20 40.047,9.33,16.125,-0.37,16.0,16.75,15.8125,15.6875,ON,0,4.67,,day: 2 hour: 9.33 TargTemp: 16.5,
2022-10-05 09 21 00.048,9.35,16.125,-0.34,16.01,16.75,15.75,15.75,ON,0,4.67,,day: 2 hour: 9.35 TargTemp: 16.5,
2022-10-05 09 21 20.049,9.35,16.125,-0.3,16.02,16.75,15.75,15.8125,ON,0,4.67,,day: 2 hour: 9.35 TargTemp: 16.5,
2022-10-05 09 21 40.050,9.35,16.0625,-0.46,15.91,16.75,15.75,15.8125,ON,0,4.67,,day: 2 hour: 9.35 TargTemp: 16.5,
2022-10-05 09 22 00.046,9.37,16.125,-0.23,16.05,16.75,15.8125,15.875,ON,0,4.67,,day: 2 hour: 9.37 TargTemp: 16.5,
2022-10-05 09 22 20.046,9.37,16.125,-0.2,16.06,16.75,15.8125,15.875,ON,0,4.67,,day: 2 hour: 9.37 TargTemp: 16.5,
2022-10-05 09 22 40.046,9.37,16.125,-0.18,16.06,16.75,15.8125,15.9375,ON,0,4.67,,day: 2 hour: 9.37 TargTemp: 16.5,
2022-10-05 09 23 00.047,9.38,16.125,-0.17,16.07,16.75,15.8125,16.0,ON,0,4.67,,day: 2 hour: 9.38 TargTemp: 16.5,
2022-10-05 09 23 20.043,9.38,16.125,-0.15,16.08,16.75,15.875,16.0625,ON,0,4.67,,day: 2 hour: 9.38 TargTemp: 16.5,
2022-10-05 09 23 40.044,9.38,16.25,0.24,16.33,16.75,16.0,16.0625,ON,0,4.67,,day: 2 hour: 9.38 TargTemp: 16.5,
2022-10-05 09 24 00.046,9.4,16.3125,0.4,16.45,16.75,16.125,16.125,ON,0,4.67,,day: 2 hour: 9.4 TargTemp: 16.5,
2022-10-05 09 24 20.046,9.4,16.375,0.55,16.56,16.75,16.25,16.125,ON,0,4.67,,day: 2 hour: 9.4 TargTemp: 16.5,
2022-10-05 09 24 40.047,9.4,16.4375,0.68,16.67,16.75,16.3125,16.125,ON,0,4.67,,day: 2 hour: 9.4 TargTemp: 16.5,
2022-10-05 09 25 00.046,9.42,16.5,0.8,16.77,16.75,16.375,16.125,OFF,0,4.67,heaters Off,,day: 2 hour: 9.42 TargTemp: 16.5 heaters Turned OFF,
2022-10-05 09 25 20.047,9.42,16.5625,0.91,16.87,16.25,16.4375,16.125,OFF,0,4.67,,day: 2 hour: 9.42 TargTemp: 16.5,
2022-10-05 09 25 40.048,9.42,16.5625,0.82,16.84,16.25,16.4375,16.125,OFF,0,4.67,,day: 2 hour: 9.42 TargTemp: 16.5,
2022-10-05 09 26 00.046,9.43,16.5625,0.74,16.81,16.25,16.4375,16.125,OFF,0,4.67,,day: 2 hour: 9.43 TargTemp: 16.5,
2022-10-05 09 26 20.046,9.43,16.5625,0.66,16.78,16.25,16.4375,16.125,OFF,0,4.67,,day: 2 hour: 9.43 TargTemp: 16.5,
2022-10-05 09 26 40.046,9.43,16.5625,0.6,16.76,16.25,16.375,16.1875,OFF,0,4.67,,day: 2 hour: 9.43 TargTemp: 16.5,
2022-10-05 09 27 00.046,9.45,16.5625,0.54,16.74,16.25,16.375,16.1875,OFF,0,4.67,,day: 2 hour: 9.45 TargTemp: 16.5,
2022-10-05 09 27 20.047,9.45,16.5625,0.48,16.72,16.25,16.3125,16.1875,OFF,0,4.67,,day: 2 hour: 9.45 TargTemp: 16.5,
2022-10-05 09 27 40.046,9.45,16.5625,0.44,16.71,16.25,16.3125,16.1875,OFF,0,4.67,,day: 2 hour: 9.45 TargTemp: 16.5,
2022-10-05 09 28 00.047,9.47,16.5,0.2,16.57,16.25,16.25,16.1875,OFF,0,4.67,,day: 2 hour: 9.47 TargTemp: 16.5,
2022-10-05 09 28 20.048,9.47,16.5,0.18,16.56,16.25,16.25,16.25,OFF,0,4.67,,day: 2 hour: 9.47 TargTemp: 16.5,
2022-10-05 09 28 40.046,9.47,16.5,0.17,16.56,16.25,16.1875,16.25,OFF,0,4.67,,day: 2 hour: 9.47 TargTemp: 16.5,
2022-10-05 09 29 00.046,9.48,16.5,0.15,16.55,16.25,16.1875,16.25,OFF,0,4.67,,day: 2 hour: 9.48 TargTemp: 16.5,
2022-10-05 09 29 20.046,9.48,16.4375,-0.05,16.42,16.25,16.125,16.25,OFF,0,4.67,,day: 2 hour: 9.48 TargTemp: 16.5,
2022-10-05 09 29 40.047,9.48,16.4375,-0.05,16.42,16.25,16.125,16.25,OFF,0,4.67,,day: 2 hour: 9.48 TargTemp: 16.5,
2022-10-05 09 30 00.049,9.5,16.375,-0.23,16.3,16.0,16.0625,16.25,OFF,0,4.67,,day: 2 hour: 9.5 TargTemp: 16.25,
2022-10-05 09 30 20.050,9.5,16.375,-0.21,16.31,15.75,16.0625,16.3125,OFF,0,4.67,,day: 2 hour: 9.5 TargTemp: 16.0,
2022-10-05 09 30 40.050,9.5,16.375,-0.19,16.31,15.5,16.0,16.3125,OFF,0,4.67,,day: 2 hour: 9.5 TargTemp: 15.75,
2022-10-05 09 31 00.051,9.52,16.375,-0.17,16.32,16.5,16.0,16.3125,ON,0,6.0,heatersON,day: 2 hour: 9.52 TargTemp: 16.75heaters Turned,
2022-10-05 09 31 20.051,9.52,16.3125,-0.34,16.2,17.0,16.0,16.375,ON,0,6.0,,day: 2 hour: 9.52 TargTemp: 16.75,
2022-10-05 09 31 40.046,9.52,16.3125,-0.31,16.21,17.0,15.9375,16.375,ON,0,6.0,,day: 2 hour: 9.52 TargTemp: 16.75,
2022-10-05 09 32 00.036,9.53,16.25,-0.46,16.1,17.0,15.9375,16.375,ON,0,6.0,,day: 2 hour: 9.53 TargTemp: 16.75,
2022-10-05 09 32 20.039,9.53,16.25,-0.42,16.11,17.0,15.9375,16.4375,ON,0,6.0,,day: 2 hour: 9.53 TargTemp: 16.75,
2022-10-05 09 32 40.036,9.53,16.25,-0.37,16.13,17.0,15.875,16.4375,ON,0,6.0,,day: 2 hour: 9.53 TargTemp: 16.75,
2022-10-05 09 33 00.039,9.55,16.25,-0.34,16.14,17.0,15.875,16.4375,ON,0,6.0,,day: 2 hour: 9.55 TargTemp: 16.75,
2022-10-05 09 33 20.041,9.55,16.1875,-0.49,16.02,17.0,15.875,16.4375,ON,0,6.0,,day: 2 hour: 9.55 TargTemp: 16.75,
2022-10-05 09 33 40.043,9.55,16.1875,-0.44,16.04,17.0,15.875,16.4375,ON,0,6.0,,day: 2 hour: 9.55 TargTemp: 16.75,
2022-10-05 09 34 00.045,9.57,16.1875,-0.4,16.06,17.0,15.875,16.4375,ON,0,6.0,,day: 2 hour: 9.57 TargTemp: 16.75,
2022-10-05 09 34 20.046,9.57,16.1875,-0.36,16.07,17.0,15.8125,16.4375,ON,0,6.0,,day: 2 hour: 9.57 TargTemp: 16.75,
2022-10-05 09 34 40.047,9.57,16.1875,-0.32,16.08,17.0,15.8125,16.4375,ON,0,6.0,,day: 2 hour: 9.57 TargTemp: 16.75,
