Time,Hour in Day, Room Temp,Per 10 Mins,Predicted Temp,Target Temp,Other Temp1,OtherTemp2,heaters Status,offTime,onTime,Reason,Message,
2022-10-04 20 33 02.288,20.55,14.8125,0.0,14.81,4.5,14.5,14.8125,OFF,0,0,start,,day: 1 hour: 20.55 TargTemp: 5,
2022-10-04 20 33 22.296,20.55,14.8125,0.0,14.81,4.5,14.5,14.8125,OFF,0,0,start,,day: 1 hour: 20.55 TargTemp: 5,
2022-10-04 20 33 42.296,20.55,14.8125,0.0,14.81,4.5,14.5,14.8125,OFF,0,0,start,,day: 1 hour: 20.55 TargTemp: 5,
2022-10-04 20 34 02.303,20.57,14.8125,0.0,14.81,4.5,14.5,14.8125,OFF,0,0,start,,day: 1 hour: 20.57 TargTemp: 5,
2022-10-04 20 34 22.309,20.57,14.8125,0.0,14.81,4.5,14.5,14.8125,OFF,0,0,start,,day: 1 hour: 20.57 TargTemp: 5,
2022-10-04 20 34 42.313,20.57,14.8125,0.0,14.81,4.5,14.5,14.8125,OFF,0,0,,day: 1 hour: 20.57 TargTemp: 5,
2022-10-04 20 35 02.317,20.58,14.8125,0.0,14.81,4.5,14.5,14.8125,OFF,0,0,,day: 1 hour: 20.58 TargTemp: 5,
2022-10-04 20 35 22.321,20.58,14.8125,0.0,14.81,4.5,14.5,14.8125,OFF,0,0,,day: 1 hour: 20.58 TargTemp: 5,
2022-10-04 20 35 42.325,20.58,14.8125,0.0,14.81,4.5,14.5,14.8125,OFF,0,0,,day: 1 hour: 20.58 TargTemp: 5,
2022-10-04 20 36 02.327,20.6,14.8125,0.0,14.81,4.5,14.5,14.8125,OFF,0,0,,day: 1 hour: 20.6 TargTemp: 5,
2022-10-04 20 36 22.330,20.6,14.8125,0.0,14.81,4.5,14.5,14.8125,OFF,0,0,,day: 1 hour: 20.6 TargTemp: 5,
2022-10-04 20 36 42.332,20.6,14.8125,0.0,14.81,4.5,14.5,14.8125,OFF,0,0,,day: 1 hour: 20.6 TargTemp: 5,
2022-10-04 20 37 02.334,20.62,14.8125,0.0,14.81,4.5,14.5,14.8125,OFF,0,0,,day: 1 hour: 20.62 TargTemp: 5,
