Time,Hour in Day, Room Temp,Per 10 Mins,Predicted Temp,Target Temp,Other Temp1,OtherTemp2,heaters Status,offTime,onTime,Reason,Message,
2022-10-04 20 16 00.000,20.27,14.8125,0.0,14.81,4.5,14.4375,14.8125,OFF,0,0,start,,day: 1 hour: 20.27 TargTemp: 5,
2022-10-04 20 16 20.007,20.27,14.8125,0.0,14.81,4.5,14.5,14.8125,OFF,0,0,start,,day: 1 hour: 20.27 TargTemp: 5,
2022-10-04 20 16 40.014,20.27,14.8125,0.0,14.81,4.5,14.5,14.8125,OFF,0,0,start,,day: 1 hour: 20.27 TargTemp: 5,
2022-10-04 20 17 00.016,20.28,14.8125,0.0,14.81,4.5,14.5,14.8125,OFF,0,0,start,,day: 1 hour: 20.28 TargTemp: 5,
2022-10-04 20 17 20.016,20.28,14.8125,0.0,14.81,4.5,14.5,14.8125,OFF,0,0,start,,day: 1 hour: 20.28 TargTemp: 5,
2022-10-04 20 17 40.022,20.28,14.8125,0.0,14.81,4.5,14.5,14.8125,OFF,0,0,,day: 1 hour: 20.28 TargTemp: 5,
2022-10-04 20 18 00.027,20.3,14.8125,0.0,14.81,4.5,14.5,14.8125,OFF,0,0,,day: 1 hour: 20.3 TargTemp: 5,
2022-10-04 20 18 20.031,20.3,14.8125,0.0,14.81,4.5,14.4375,14.8125,OFF,0,0,,day: 1 hour: 20.3 TargTemp: 5,
2022-10-04 20 18 40.034,20.3,14.8125,0.0,14.81,4.5,14.5,14.8125,OFF,0,0,,day: 1 hour: 20.3 TargTemp: 5,
2022-10-04 20 19 00.037,20.32,14.8125,0.0,14.81,4.5,14.4375,14.8125,OFF,0,0,,day: 1 hour: 20.32 TargTemp: 5,
2022-10-04 20 19 20.040,20.32,14.8125,0.0,14.81,4.5,14.5,14.8125,OFF,0,0,,day: 1 hour: 20.32 TargTemp: 5,
2022-10-04 20 19 40.042,20.32,14.8125,0.0,14.81,4.5,14.4375,14.8125,OFF,0,0,,day: 1 hour: 20.32 TargTemp: 5,
