Time,Hour in Day, Room Temp,Per 10 Mins,Predicted Temp,Target Temp,Other Temp1,OtherTemp2,heaters Status,offTime,onTime,Reason,Message,
2022-10-05 07 08 00.043,7.13,15.0,0.0,15.0,11.5,14.6875,15.0,OFF,0,0,,day: 2 hour: 7.13 TargTemp: 12.0,
2022-10-05 07 08 20.043,7.13,15.0,0.0,15.0,11.5,14.6875,15.0,OFF,0,0,,day: 2 hour: 7.13 TargTemp: 12.0,
2022-10-05 07 08 40.043,7.13,15.0,0.0,15.0,11.5,14.6875,15.0,OFF,0,0,,day: 2 hour: 7.13 TargTemp: 12.0,
2022-10-05 07 09 00.043,7.15,15.0,0.0,15.0,11.5,14.6875,15.0,OFF,0,0,,day: 2 hour: 7.15 TargTemp: 12.0,
2022-10-05 07 09 20.043,7.15,15.0,0.0,15.0,11.5,14.6875,14.9375,OFF,0,0,,day: 2 hour: 7.15 TargTemp: 12.0,
2022-10-05 07 09 40.031,7.15,15.0,0.0,15.0,11.5,14.6875,15.0,OFF,0,0,,day: 2 hour: 7.15 TargTemp: 12.0,
2022-10-05 07 10 00.033,7.17,15.0,0.0,15.0,11.5,14.6875,15.0,OFF,0,0,,day: 2 hour: 7.17 TargTemp: 12.0,
2022-10-05 07 10 20.021,7.17,15.0,0.0,15.0,11.5,14.6875,15.0,OFF,0,0,,day: 2 hour: 7.17 TargTemp: 12.0,
2022-10-05 07 10 40.016,7.17,15.0,0.0,15.0,11.5,14.6875,15.0,OFF,0,0,,day: 2 hour: 7.17 TargTemp: 12.0,
2022-10-05 07 11 00.020,7.18,15.0,0.0,15.0,11.5,14.6875,15.0,OFF,0,0,,day: 2 hour: 7.18 TargTemp: 12.0,
2022-10-05 07 11 20.024,7.18,15.0,0.0,15.0,11.5,14.6875,15.0,OFF,0,0,,day: 2 hour: 7.18 TargTemp: 12.0,
2022-10-05 07 11 40.026,7.18,15.0,0.0,15.0,11.5,14.6875,15.0,OFF,0,0,,day: 2 hour: 7.18 TargTemp: 12.0,
