Time,Hour in Day, Room Temp,Per 10 Mins,Predicted Temp,Target Temp,Other Temp1,OtherTemp2,heaters Status,offTime,onTime,Reason,Message,
2022-10-05 08 34 00.000,8.57,15.1875,0.19,15.25,15.25,15.0,15.0,OFF,0,0,start,,day: 2 hour: 8.57 TargTemp: 15.5,
2022-10-05 08 34 20.007,8.57,15.25,0.36,15.37,15.25,15.0,15.0,OFF,0,0,start,,day: 2 hour: 8.57 TargTemp: 15.5,
2022-10-05 08 34 40.014,8.57,15.25,0.32,15.36,15.25,15.0625,15.0,OFF,0,0,start,,day: 2 hour: 8.57 TargTemp: 15.5,
2022-10-05 08 35 00.020,8.58,15.3125,0.48,15.47,15.25,15.0625,15.0,OFF,0,0,start,,day: 2 hour: 8.58 TargTemp: 15.5,
2022-10-05 08 35 20.025,8.58,15.3125,0.43,15.46,15.25,15.0625,15.0,OFF,0,0,start,,day: 2 hour: 8.58 TargTemp: 15.5,
2022-10-05 08 35 40.030,8.58,15.3125,0.39,15.44,15.25,15.0625,15.0625,OFF,0,0,,day: 2 hour: 8.58 TargTemp: 15.5,
2022-10-05 08 36 00.033,8.6,15.3125,0.35,15.43,15.25,15.125,15.0625,OFF,0,0,,day: 2 hour: 8.6 TargTemp: 15.5,
2022-10-05 08 36 20.036,8.6,15.3125,0.31,15.42,15.25,15.0625,15.0,OFF,0,0,,day: 2 hour: 8.6 TargTemp: 15.5,
2022-10-05 08 36 40.039,8.6,15.3125,0.28,15.41,15.25,15.0625,15.0,OFF,0,0,,day: 2 hour: 8.6 TargTemp: 15.5,
2022-10-05 08 37 00.041,8.62,15.3125,0.25,15.4,15.25,15.0625,15.0,OFF,0,0,,day: 2 hour: 8.62 TargTemp: 15.5,
2022-10-05 08 37 20.043,8.62,15.3125,0.23,15.39,15.25,15.0625,15.0,OFF,0,0,,day: 2 hour: 8.62 TargTemp: 15.5,
