Time,Hour in Day, Room Temp,Per 10 Mins,Predicted Temp,Target Temp,Other Temp1,OtherTemp2,heaters Status,offTime,onTime,Reason,Message,
2022-10-05 14 47 00.051,14.78,16.1875,0.0,16.19,15.75,15.75,15.0,OFF,0,0,,day: 2 hour: 14.78 TargTemp: 16.0,
2022-10-05 14 47 20.051,14.78,16.1875,0.0,16.19,15.75,15.75,15.0,OFF,0,0,,day: 2 hour: 14.78 TargTemp: 16.0,
2022-10-05 14 47 40.052,14.78,16.1875,0.0,16.19,15.75,15.75,15.0,OFF,0,0,,day: 2 hour: 14.78 TargTemp: 16.0,
2022-10-05 14 48 00.052,14.8,16.1875,0.0,16.19,15.75,15.75,15.0,OFF,0,0,,day: 2 hour: 14.8 TargTemp: 16.0,
2022-10-05 14 48 20.046,14.8,16.1875,0.0,16.19,15.75,15.75,15.0,OFF,0,0,,day: 2 hour: 14.8 TargTemp: 16.0,
2022-10-05 14 48 40.046,14.8,16.1875,0.0,16.19,15.75,15.75,15.0,OFF,0,0,,day: 2 hour: 14.8 TargTemp: 16.0,
2022-10-05 14 49 00.046,14.82,16.1875,0.0,16.19,15.75,15.75,15.0,OFF,0,0,,day: 2 hour: 14.82 TargTemp: 16.0,
2022-10-05 14 49 20.047,14.82,16.1875,0.0,16.19,15.75,15.75,14.9375,OFF,0,0,,day: 2 hour: 14.82 TargTemp: 16.0,
2022-10-05 14 49 40.048,14.82,16.1875,0.0,16.19,15.75,15.75,14.9375,OFF,0,0,,day: 2 hour: 14.82 TargTemp: 16.0,
2022-10-05 14 50 00.049,14.83,16.1875,0.0,16.19,15.75,15.75,14.9375,OFF,0,0,,day: 2 hour: 14.83 TargTemp: 16.0,
2022-10-05 14 50 20.049,14.83,16.1875,0.0,16.19,15.75,15.75,14.9375,OFF,0,0,,day: 2 hour: 14.83 TargTemp: 16.0,
2022-10-05 14 50 40.046,14.83,16.1875,0.0,16.19,15.75,15.75,14.9375,OFF,0,0,,day: 2 hour: 14.83 TargTemp: 16.0,
2022-10-05 14 51 00.047,14.85,16.1875,0.0,16.19,15.75,15.75,14.9375,OFF,0,0,,day: 2 hour: 14.85 TargTemp: 16.0,
2022-10-05 14 51 20.048,14.85,16.1875,0.0,16.19,15.75,15.75,14.9375,OFF,0,0,,day: 2 hour: 14.85 TargTemp: 16.0,
2022-10-05 14 51 40.046,14.85,16.1875,0.0,16.19,15.75,15.75,14.9375,OFF,0,0,,day: 2 hour: 14.85 TargTemp: 16.0,
2022-10-05 14 52 00.047,14.87,16.1875,0.0,16.19,15.75,15.75,14.9375,OFF,0,0,,day: 2 hour: 14.87 TargTemp: 16.0,
2022-10-05 14 52 20.048,14.87,16.1875,0.0,16.19,15.75,15.75,14.9375,OFF,0,0,,day: 2 hour: 14.87 TargTemp: 16.0,
2022-10-05 14 52 40.049,14.87,16.1875,0.0,16.19,15.75,15.75,14.9375,OFF,0,0,,day: 2 hour: 14.87 TargTemp: 16.0,
2022-10-05 14 53 00.050,14.88,16.1875,0.0,16.19,15.75,15.75,14.9375,OFF,0,0,,day: 2 hour: 14.88 TargTemp: 16.0,
2022-10-05 14 53 20.046,14.88,16.1875,0.0,16.19,15.75,15.75,14.9375,OFF,0,0,,day: 2 hour: 14.88 TargTemp: 16.0,
2022-10-05 14 53 40.046,14.88,16.1875,0.0,16.19,15.75,15.75,14.9375,OFF,0,0,,day: 2 hour: 14.88 TargTemp: 16.0,
2022-10-05 14 54 00.046,14.9,16.1875,0.0,16.19,15.75,15.75,14.9375,OFF,0,0,,day: 2 hour: 14.9 TargTemp: 16.0,
2022-10-05 14 54 20.047,14.9,16.1875,0.0,16.19,15.75,15.75,14.9375,OFF,0,0,,day: 2 hour: 14.9 TargTemp: 16.0,
2022-10-05 14 54 40.048,14.9,16.1875,0.0,16.19,15.75,15.75,14.9375,OFF,0,0,,day: 2 hour: 14.9 TargTemp: 16.0,
2022-10-05 14 55 00.049,14.92,16.1875,0.0,16.19,15.75,15.75,14.9375,OFF,0,0,,day: 2 hour: 14.92 TargTemp: 16.0,
2022-10-05 14 55 20.046,14.92,16.1875,0.0,16.19,15.75,15.75,14.9375,OFF,0,0,,day: 2 hour: 14.92 TargTemp: 16.0,
2022-10-05 14 55 40.046,14.92,16.125,-0.19,16.06,15.75,15.75,14.9375,OFF,0,0,,day: 2 hour: 14.92 TargTemp: 16.0,
2022-10-05 14 56 00.046,14.93,16.125,-0.17,16.07,15.75,15.75,14.9375,OFF,0,0,,day: 2 hour: 14.93 TargTemp: 16.0,
2022-10-05 14 56 20.047,14.93,16.125,-0.15,16.07,15.75,15.75,15.0,OFF,0,0,,day: 2 hour: 14.93 TargTemp: 16.0,
2022-10-05 14 56 40.046,14.93,16.125,-0.14,16.08,15.75,15.75,14.9375,OFF,0,0,,day: 2 hour: 14.93 TargTemp: 16.0,
2022-10-05 14 57 00.047,14.95,16.125,-0.12,16.08,15.75,15.75,15.0,OFF,0,0,,day: 2 hour: 14.95 TargTemp: 16.0,
2022-10-05 14 57 20.048,14.95,16.125,-0.11,16.09,15.75,15.75,15.0,OFF,0,0,,day: 2 hour: 14.95 TargTemp: 16.0,
2022-10-05 14 57 40.046,14.95,16.125,-0.1,16.09,15.75,15.75,15.0,OFF,0,0,,day: 2 hour: 14.95 TargTemp: 16.0,
2022-10-05 14 58 00.046,14.97,16.1875,0.1,16.22,15.75,15.75,15.0,OFF,0,0,,day: 2 hour: 14.97 TargTemp: 16.0,
2022-10-05 14 58 20.046,14.97,16.125,-0.1,16.09,15.75,15.75,15.0,OFF,0,0,,day: 2 hour: 14.97 TargTemp: 16.0,
2022-10-05 14 58 40.046,14.97,16.125,-0.09,16.1,15.75,15.75,15.0,OFF,0,0,,day: 2 hour: 14.97 TargTemp: 16.0,
2022-10-05 14 59 00.046,14.98,16.125,-0.08,16.1,15.75,15.75,15.0,OFF,0,0,,day: 2 hour: 14.98 TargTemp: 16.0,
2022-10-05 14 59 20.047,14.98,16.125,-0.07,16.1,15.75,15.75,15.0625,OFF,0,0,,day: 2 hour: 14.98 TargTemp: 16.0,
2022-10-05 14 59 40.048,14.98,16.1875,0.12,16.23,15.75,15.75,15.0625,OFF,0,0,,day: 2 hour: 14.98 TargTemp: 16.0,
2022-10-05 15 00 00.049,15.0,16.125,-0.08,16.1,15.75,15.75,15.0625,OFF,0,0,,day: 2 hour: 15.0 TargTemp: 16.0,
2022-10-05 15 00 20.050,15.0,16.1875,0.12,16.23,15.75,15.75,15.0625,OFF,0,0,,day: 2 hour: 15.0 TargTemp: 16.0,
2022-10-05 15 00 40.046,15.0,16.125,-0.08,16.1,15.75,15.75,15.0625,OFF,0,0,,day: 2 hour: 15.0 TargTemp: 16.0,
2022-10-05 15 01 00.047,15.02,16.125,-0.07,16.1,15.75,15.75,15.125,OFF,0,0,,day: 2 hour: 15.02 TargTemp: 16.0,
2022-10-05 15 01 20.048,15.02,16.1875,0.12,16.23,15.75,15.75,15.125,OFF,0,0,,day: 2 hour: 15.02 TargTemp: 16.0,
2022-10-05 15 01 40.049,15.02,16.1875,0.11,16.22,15.75,15.75,15.1875,OFF,0,0,,day: 2 hour: 15.02 TargTemp: 16.0,
2022-10-05 15 02 00.046,15.03,16.125,-0.09,16.1,15.75,15.75,15.1875,OFF,0,0,aMustLog,,day: 2 hour: 15.03 TargTemp: 16.0,
2022-10-05 15 02 20.047,15.03,16.1875,0.11,16.22,15.75,15.75,15.1875,OFF,0,0,,day: 2 hour: 15.03 TargTemp: 16.0,
2022-10-05 15 02 40.046,15.03,16.125,-0.09,16.09,15.75,15.75,15.1875,OFF,0,0,,day: 2 hour: 15.03 TargTemp: 16.0,
2022-10-05 15 03 00.046,15.05,16.125,-0.08,16.1,15.75,15.75,15.25,OFF,0,0,,day: 2 hour: 15.05 TargTemp: 16.0,
2022-10-05 15 03 20.047,15.05,16.125,-0.07,16.1,15.75,15.75,15.25,OFF,0,0,,day: 2 hour: 15.05 TargTemp: 16.0,
2022-10-05 15 03 40.048,15.05,16.125,-0.07,16.1,15.75,15.75,15.25,OFF,0,0,,day: 2 hour: 15.05 TargTemp: 16.0,
2022-10-05 15 04 00.049,15.07,16.1875,0.13,16.23,15.75,15.75,15.1875,OFF,0,0,,day: 2 hour: 15.07 TargTemp: 16.0,
2022-10-05 15 04 20.050,15.07,16.1875,0.12,16.23,15.75,15.75,15.1875,OFF,0,0,,day: 2 hour: 15.07 TargTemp: 16.0,
2022-10-05 15 04 40.046,15.07,16.1875,0.1,16.22,15.75,15.75,15.1875,OFF,0,0,,day: 2 hour: 15.07 TargTemp: 16.0,
2022-10-05 15 05 00.047,15.08,16.1875,0.09,16.22,15.75,15.75,15.1875,OFF,0,0,,day: 2 hour: 15.08 TargTemp: 16.0,
2022-10-05 15 05 20.036,15.08,16.125,-0.1,16.09,15.75,15.75,15.1875,OFF,0,0,,day: 2 hour: 15.08 TargTemp: 16.0,
2022-10-05 15 05 40.039,15.08,16.1875,0.09,16.22,15.75,15.75,15.1875,OFF,0,0,,day: 2 hour: 15.08 TargTemp: 16.0,
2022-10-05 15 06 00.041,15.1,16.1875,0.08,16.22,15.75,15.75,15.1875,OFF,0,0,,day: 2 hour: 15.1 TargTemp: 16.0,
2022-10-05 15 06 20.043,15.1,16.1875,0.08,16.21,15.75,15.8125,15.1875,OFF,0,0,,day: 2 hour: 15.1 TargTemp: 16.0,
2022-10-05 15 06 40.045,15.1,16.1875,0.07,16.21,15.75,15.75,15.125,OFF,0,0,,day: 2 hour: 15.1 TargTemp: 16.0,
2022-10-05 15 07 00.046,15.12,16.1875,0.06,16.21,15.75,15.8125,15.125,OFF,0,0,,day: 2 hour: 15.12 TargTemp: 16.0,
2022-10-05 15 07 20.047,15.12,16.1875,0.06,16.21,15.75,15.8125,15.1875,OFF,0,0,,day: 2 hour: 15.12 TargTemp: 16.0,
2022-10-05 15 07 40.048,15.12,16.1875,0.05,16.2,15.75,15.8125,15.125,OFF,0,0,,day: 2 hour: 15.12 TargTemp: 16.0,
2022-10-05 15 08 00.048,15.13,16.1875,0.05,16.2,15.75,15.8125,15.125,OFF,0,0,,day: 2 hour: 15.13 TargTemp: 16.0,
2022-10-05 15 08 20.036,15.13,16.1875,0.04,16.2,15.75,15.8125,15.125,OFF,0,0,,day: 2 hour: 15.13 TargTemp: 16.0,
2022-10-05 15 08 40.039,15.13,16.1875,0.04,16.2,15.75,15.8125,15.0625,OFF,0,0,,day: 2 hour: 15.13 TargTemp: 16.0,
2022-10-05 15 09 00.040,15.15,16.1875,0.03,16.2,15.75,15.8125,15.0625,OFF,0,0,,day: 2 hour: 15.15 TargTemp: 16.0,
2022-10-05 15 09 20.042,15.15,16.1875,0.03,16.2,15.75,15.8125,15.0625,OFF,0,0,,day: 2 hour: 15.15 TargTemp: 16.0,
2022-10-05 15 09 40.044,15.15,16.1875,0.03,16.2,15.75,15.8125,15.0625,OFF,0,0,,day: 2 hour: 15.15 TargTemp: 16.0,
2022-10-05 15 10 00.036,15.17,16.1875,0.02,16.2,15.75,15.8125,15.0625,OFF,0,0,,day: 2 hour: 15.17 TargTemp: 16.0,
2022-10-05 15 10 20.039,15.17,16.1875,0.02,16.19,15.75,15.8125,15.0625,OFF,0,0,,day: 2 hour: 15.17 TargTemp: 16.0,
2022-10-05 15 10 40.041,15.17,16.1875,0.02,16.19,15.75,15.8125,15.0625,OFF,0,0,,day: 2 hour: 15.17 TargTemp: 16.0,
2022-10-05 15 11 00.036,15.18,16.1875,0.02,16.19,15.75,15.8125,15.0,OFF,0,0,,day: 2 hour: 15.18 TargTemp: 16.0,
2022-10-05 15 11 20.039,15.18,16.1875,0.02,16.19,15.75,15.8125,15.0,OFF,0,0,,day: 2 hour: 15.18 TargTemp: 16.0,
2022-10-05 15 11 40.036,15.18,16.1875,0.01,16.19,15.75,15.8125,15.0,OFF,0,0,,day: 2 hour: 15.18 TargTemp: 16.0,
2022-10-05 15 12 00.039,15.2,16.1875,0.01,16.19,15.75,15.8125,15.0625,OFF,0,0,,day: 2 hour: 15.2 TargTemp: 16.0,
2022-10-05 15 12 20.041,15.2,16.25,0.2,16.32,15.75,15.8125,15.0625,OFF,0,0,,day: 2 hour: 15.2 TargTemp: 16.0,
2022-10-05 15 12 40.043,15.2,16.25,0.18,16.31,15.75,15.8125,15.0625,OFF,0,0,,day: 2 hour: 15.2 TargTemp: 16.0,
2022-10-05 15 13 00.045,15.22,16.25,0.16,16.3,15.75,15.8125,15.0625,OFF,0,0,,day: 2 hour: 15.22 TargTemp: 16.0,
2022-10-05 15 13 20.034,15.22,16.25,0.15,16.3,15.75,15.875,15.0625,OFF,0,0,,day: 2 hour: 15.22 TargTemp: 16.0,
2022-10-05 15 13 40.037,15.22,16.25,0.13,16.29,15.75,15.8125,15.0625,OFF,0,0,,day: 2 hour: 15.22 TargTemp: 16.0,
2022-10-05 15 14 00.040,15.23,16.25,0.12,16.29,15.75,15.875,15.0,OFF,0,0,,day: 2 hour: 15.23 TargTemp: 16.0,
2022-10-05 15 14 20.042,15.23,16.25,0.11,16.29,15.75,15.875,15.0,OFF,0,0,,day: 2 hour: 15.23 TargTemp: 16.0,
2022-10-05 15 14 40.044,15.23,16.25,0.1,16.28,15.75,15.875,15.0,OFF,0,0,,day: 2 hour: 15.23 TargTemp: 16.0,
2022-10-05 15 15 00.045,15.25,16.25,0.09,16.28,15.75,15.875,15.0,OFF,0,0,,day: 2 hour: 15.25 TargTemp: 16.0,
2022-10-05 15 15 20.047,15.25,16.25,0.08,16.28,15.75,15.875,15.0,OFF,0,0,,day: 2 hour: 15.25 TargTemp: 16.0,
2022-10-05 15 15 40.046,15.25,16.25,0.07,16.27,15.75,15.875,15.0,OFF,0,0,,day: 2 hour: 15.25 TargTemp: 16.0,
2022-10-05 15 16 00.047,15.27,16.25,0.06,16.27,15.75,15.875,15.0,OFF,0,0,,day: 2 hour: 15.27 TargTemp: 16.0,
2022-10-05 15 16 20.048,15.27,16.25,0.06,16.27,15.75,15.875,15.0,OFF,0,0,,day: 2 hour: 15.27 TargTemp: 16.0,
2022-10-05 15 16 40.049,15.27,16.25,0.05,16.27,15.75,15.875,15.0,OFF,0,0,,day: 2 hour: 15.27 TargTemp: 16.0,
2022-10-05 15 17 00.046,15.28,16.25,0.05,16.27,15.75,15.875,15.0625,OFF,0,0,,day: 2 hour: 15.28 TargTemp: 16.0,
2022-10-05 15 17 20.046,15.28,16.25,0.04,16.26,15.75,15.875,15.0625,OFF,0,0,,day: 2 hour: 15.28 TargTemp: 16.0,
2022-10-05 15 17 40.046,15.28,16.3125,0.22,16.39,15.75,15.875,15.0,OFF,0,0,,day: 2 hour: 15.28 TargTemp: 16.0,
2022-10-05 15 18 00.047,15.3,16.3125,0.2,16.38,15.75,15.875,15.0,OFF,0,0,,day: 2 hour: 15.3 TargTemp: 16.0,
2022-10-05 15 18 20.048,15.3,16.3125,0.18,16.37,15.75,15.875,15.0,OFF,0,0,,day: 2 hour: 15.3 TargTemp: 16.0,
2022-10-05 15 18 40.049,15.3,16.3125,0.16,16.37,15.75,15.875,15.0625,OFF,0,0,,day: 2 hour: 15.3 TargTemp: 16.0,
2022-10-05 15 19 00.046,15.32,16.3125,0.15,16.36,15.75,15.875,15.0625,OFF,0,0,,day: 2 hour: 15.32 TargTemp: 16.0,
2022-10-05 15 19 20.047,15.32,16.3125,0.13,16.36,15.75,15.875,15.0,OFF,0,0,,day: 2 hour: 15.32 TargTemp: 16.0,
2022-10-05 15 19 40.048,15.32,16.3125,0.12,16.35,15.75,15.875,15.0,OFF,0,0,,day: 2 hour: 15.32 TargTemp: 16.0,
2022-10-05 15 20 00.049,15.33,16.3125,0.11,16.35,15.75,15.875,15.0,OFF,0,0,,day: 2 hour: 15.33 TargTemp: 16.0,
2022-10-05 15 20 20.046,15.33,16.3125,0.1,16.34,15.75,15.875,14.9375,OFF,0,0,,day: 2 hour: 15.33 TargTemp: 16.0,
2022-10-05 15 20 40.046,15.33,16.3125,0.09,16.34,15.75,15.875,14.9375,OFF,0,0,,day: 2 hour: 15.33 TargTemp: 16.0,
2022-10-05 15 21 00.046,15.35,16.3125,0.08,16.34,15.75,15.875,14.9375,OFF,0,0,,day: 2 hour: 15.35 TargTemp: 16.0,
2022-10-05 15 21 20.036,15.35,16.3125,0.07,16.34,15.75,15.875,14.9375,OFF,0,0,,day: 2 hour: 15.35 TargTemp: 16.0,
2022-10-05 15 21 40.039,15.35,16.3125,0.06,16.33,15.75,15.875,14.875,OFF,0,0,,day: 2 hour: 15.35 TargTemp: 16.0,
2022-10-05 15 22 00.041,15.37,16.3125,0.06,16.33,15.75,15.9375,14.875,OFF,0,0,,day: 2 hour: 15.37 TargTemp: 16.0,
2022-10-05 15 22 20.036,15.37,16.3125,0.05,16.33,15.75,15.875,14.875,OFF,0,0,,day: 2 hour: 15.37 TargTemp: 16.0,
2022-10-05 15 22 40.039,15.37,16.3125,0.05,16.33,15.75,15.875,14.875,OFF,0,0,,day: 2 hour: 15.37 TargTemp: 16.0,
2022-10-05 15 23 00.041,15.38,16.3125,0.04,16.33,15.75,15.9375,14.8125,OFF,0,0,,day: 2 hour: 15.38 TargTemp: 16.0,
2022-10-05 15 23 20.036,15.38,16.3125,0.04,16.32,15.75,15.875,14.8125,OFF,0,0,,day: 2 hour: 15.38 TargTemp: 16.0,
2022-10-05 15 23 40.039,15.38,16.3125,0.03,16.32,15.75,15.9375,14.8125,OFF,0,0,,day: 2 hour: 15.38 TargTemp: 16.0,
2022-10-05 15 24 00.041,15.4,16.3125,0.03,16.32,15.75,15.9375,14.8125,OFF,0,0,,day: 2 hour: 15.4 TargTemp: 16.0,
2022-10-05 15 24 20.036,15.4,16.3125,0.03,16.32,15.75,15.9375,14.8125,OFF,0,0,,day: 2 hour: 15.4 TargTemp: 16.0,
2022-10-05 15 24 40.039,15.4,16.3125,0.02,16.32,15.75,15.9375,14.8125,OFF,0,0,,day: 2 hour: 15.4 TargTemp: 16.0,
2022-10-05 15 25 00.038,15.42,16.3125,0.02,16.32,15.75,15.9375,14.75,OFF,0,0,,day: 2 hour: 15.42 TargTemp: 16.0,
2022-10-05 15 25 20.041,15.42,16.3125,0.02,16.32,15.75,15.9375,14.75,OFF,0,0,,day: 2 hour: 15.42 TargTemp: 16.0,
2022-10-05 15 25 40.043,15.42,16.3125,0.02,16.32,15.75,15.9375,14.75,OFF,0,0,,day: 2 hour: 15.42 TargTemp: 16.0,
2022-10-05 15 26 00.036,15.43,16.3125,0.02,16.32,15.75,15.9375,14.75,OFF,0,0,,day: 2 hour: 15.43 TargTemp: 16.0,
2022-10-05 15 26 20.039,15.43,16.3125,0.01,16.32,15.75,15.9375,14.6875,OFF,0,0,,day: 2 hour: 15.43 TargTemp: 16.0,
2022-10-05 15 26 40.041,15.43,16.3125,0.01,16.32,15.75,15.9375,14.6875,OFF,0,0,,day: 2 hour: 15.43 TargTemp: 16.0,
2022-10-05 15 27 00.043,15.45,16.3125,0.01,16.32,15.75,15.875,14.6875,OFF,0,0,,day: 2 hour: 15.45 TargTemp: 16.0,
2022-10-05 15 27 20.045,15.45,16.3125,0.01,16.32,15.75,15.9375,14.6875,OFF,0,0,,day: 2 hour: 15.45 TargTemp: 16.0,
2022-10-05 15 27 40.046,15.45,16.3125,0.01,16.32,15.75,15.9375,14.6875,OFF,0,0,,day: 2 hour: 15.45 TargTemp: 16.0,
2022-10-05 15 28 00.047,15.47,16.3125,0.01,16.32,15.75,15.9375,14.6875,OFF,0,0,,day: 2 hour: 15.47 TargTemp: 16.0,
2022-10-05 15 28 20.048,15.47,16.3125,0.01,16.32,15.75,15.9375,14.6875,OFF,0,0,,day: 2 hour: 15.47 TargTemp: 16.0,
2022-10-05 15 28 40.049,15.47,16.3125,0.01,16.31,15.75,15.9375,14.6875,OFF,0,0,,day: 2 hour: 15.47 TargTemp: 16.0,
2022-10-05 15 29 00.050,15.48,16.3125,0.01,16.31,15.75,15.9375,14.75,OFF,0,0,,day: 2 hour: 15.48 TargTemp: 16.0,
2022-10-05 15 29 20.051,15.48,16.3125,0.01,16.31,15.75,15.9375,14.75,OFF,0,0,,day: 2 hour: 15.48 TargTemp: 16.0,
2022-10-05 15 29 40.046,15.48,16.3125,0.01,16.31,15.75,15.9375,14.75,OFF,0,0,,day: 2 hour: 15.48 TargTemp: 16.0,
2022-10-05 15 30 00.047,15.5,16.3125,0.0,16.31,15.5,15.9375,14.75,OFF,0,0,,day: 2 hour: 15.5 TargTemp: 15.75,
2022-10-05 15 30 20.046,15.5,16.3125,0.0,16.31,15.25,15.9375,14.75,OFF,0,0,,day: 2 hour: 15.5 TargTemp: 15.5,
2022-10-05 15 30 40.047,15.5,16.3125,0.0,16.31,15.0,15.9375,14.8125,OFF,0,0,,day: 2 hour: 15.5 TargTemp: 15.25,
2022-10-05 15 31 00.048,15.52,16.3125,0.0,16.31,4.75,15.9375,14.8125,OFF,0,0,,day: 2 hour: 15.52 TargTemp: 5.0,
